,split,source_language,target_language
2399,train,i 'm very upset .,je suis très contrariée .
2400,train,i 'm falling in love with you .,je suis en train de tomber amoureux de vous .
2401,train,i 'm open to suggestions .,je suis ouvert aux propositions .
2402,train,i 'm attaching three files .,je joins trois fichiers .
2403,train,i 'm proud of you guys .,"je suis fier de vous , les mecs ."
2404,train,i 'm sorry if this is a stupid question .,je suis désolé si c'est une question idiote .
2405,train,i 'm happy and satisfied .,je suis heureux et content .
2406,train,i 'm seeing someone .,je vois quelqu'un .
2407,train,i 'm not making any plans .,je ne fais pas le moindre projet .
2408,train,i 'm awfully tired .,je suis terriblement fatigué .
2409,train,i 'm breast-feeding my baby .,je nourris mon bébé au sein .
2410,train,i 'm trying something new .,j'essaie quelque chose de nouveau .
2411,train,i 'm meeting someone for dinner .,je rencontre quelqu'un pour déjeuner .
2412,train,i 'm still not ready .,je ne suis pas encore prêt .
2413,train,i 'm pretty sure that 's tom 's goal .,je suis presque sûr que c'est le but de tom .
2414,train,i 'm a nice guy .,je suis quelqu'un de bien .
2415,train,i 'm getting used to eating alone .,je m'habitue à manger seule .
2416,train,i 'm listening to björk 's latest song .,j'écoute la dernière chanson de björk .
2417,train,"i 'm only going to say this once , so you better listen .","je ne vais le dire qu'une seule fois , alors vous feriez mieux d'écouter ."
2418,train,i 'm looking for another job .,je suis à la recherche d'un autre boulot .
2419,train,i 'm afraid that he ca n't do it .,je crains qu'il en soit incapable .
2420,train,"i 'm sorry , but i can not answer right away .","je suis désolé , mais je ne peux pas répondre tout de suite ."
2421,train,i 'm not easily offended .,je ne suis pas facilement offensé .
2422,train,i 'm a bit hungry .,j'ai un peu faim .
2423,train,i 'm watching the olympics .,je suis en train de regarder les jeux olympiques .
2424,train,"i 'm a beginner , too .",je suis également un débutant .
2425,train,i 'm about to tell you something important .,je suis sur le point de te dire quelque chose d'important .
2426,train,i 'm laying you off .,je te licencie .
2427,train,i 'm sympathetic .,j'éprouve de la compassion .
2428,train,i 'm sorry i hurt you .,je suis désolée de t'avoir blessé .
2429,train,i 'm just a poor student .,je ne suis qu'un pauvre étudiant .
2430,train,i 'm playing with my friends .,je joue avec mes amis .
2431,train,i 'm going to work .,je vais travailler .
2432,train,i 'm going to need some more money .,je vais avoir besoin de plus d'argent .
2433,train,i 'm going to take my car .,je vais prendre ma voiture .
2434,train,i 'm so embarrassed .,je suis tellement embarrassée .
2435,train,i 'm delighted to meet you .,je suis ravi de te rencontrer .
2436,train,i 'm too sleepy to drive .,j'ai trop sommeil pour conduire .
2437,train,i 'm delighted to meet you .,je suis ravi de vous rencontrer .
2438,train,i 'm a good cook .,je suis un bon cuisinier .
2439,train,i 'm glad to see you .,je suis enchanté de vous rencontrer .
2440,train,i 'm very happy .,je suis très heureux .
2441,train,i 'm very worried about your health .,je me fais beaucoup de souci au sujet de ta santé .
2442,train,i 'm being punished .,je suis puni .
2443,train,i 'm sorry i broke my promise .,je suis désolée d'avoir rompu ma promesse .
2444,train,i 'm sure we can trust tom .,je suis sûr qu'on peut faire confiance à tom .
2445,train,i 'm a bit of a reader myself .,je suis moi-même un peu lecteur .
2446,train,i 'm taking a couple of days off .,je prends quelques jours de congé .
2447,train,i 'm sure this is just a misunderstanding .,je suis convaincu qu'il s'agit d'un malentendu .
2448,train,i 'm starting to believe that .,je commence à le croire .
2449,train,i 'm not invited to parties .,je ne suis pas invité à des fêtes .
2450,train,i 'm not going to sign this .,je ne vais pas signer ceci .
2451,train,i 'm very pleased with your work .,je suis très heureux de ton travail .
2452,train,"i 'm sorry , i could n't hear you .","je suis désolée , je n'ai pas pu vous entendre ."
2453,train,i 'm not selling you my car .,je ne vous vends pas ma voiture .
2454,train,i 'm willing to go anywhere you go .,je suis partant pour aller où que tu ailles .
2455,train,i 'm fine .,ça va .
2456,train,i 'm armed .,je suis armé .
2457,train,i 'm not dumb .,je ne suis pas abruti .
2458,train,i 'm not going to hurt you .,je ne vais pas vous faire de mal .
2459,train,i 'm feeding the goldfish .,je nourris le poisson rouge .
2460,train,i 'm from singapore .,je suis de singapour .
2461,train,i 'm really disappointed .,je suis vraiment déçue .
2462,train,i 'm not sure .,je n'en suis pas certain .
2463,train,i 'm assuming this is your father .,je suppose que c'est ton père .
2464,train,i 'm sorry i do n't have my watch with me .,"désolé , je n'ai pas ma montre ."
2465,train,i 'm fairly happy .,je suis plutôt contente .
2466,train,i 'm no saint .,je ne suis pas une sainte .
2467,train,i 'm unhappy .,je suis mécontent .
2468,train,i 'm being promoted .,je suis promu .
2469,train,i 'm waiting for the bus .,je suis en train d'attendre le bus .
2470,train,i 'm allergic to gluten .,je suis allergique au gluten .
2471,train,i 'm already done .,j'ai déjà fini .
2472,train,i 'm rational .,je suis rationnel .
2473,train,i 'm lying .,je suis en train de mentir .
2474,train,i 'm forgetful .,je suis étourdi .
2475,train,i 'm going to regret this .,je vais le regretter .
2476,train,i 'm saving this seat for tom .,je garde ce siège pour tom .
2477,train,i 'm ordering you to leave immediately .,je vous ordonne de partir immédiatement .
2478,train,i 'm not eating this .,je ne mange pas ça .
2479,train,i 'm not ashamed to tell you .,je n'ai pas honte de te dire .
2480,train,i 'm going to join the school orchestra .,je vais rejoindre l'orchestre de l'école .
2481,train,"i 'm going to miss you , too .",tu vas aussi me manquer .
2482,train,i 'm so drunk that i ca n't feel my face anymore .,je suis tellement bourré que je ne peux plus sentir mon visage .
2483,train,i 'm more experienced than tom .,j'ai plus d'expérience que tom .
2484,train,i 'm not easily impressed .,je ne suis pas facilement impressionnée .
2485,train,i 'm sure tom told you i was coming .,je suis sûre que tom vous a dit que je venais .
2486,train,i 'm not interested in politics .,je ne m'intéresse pas à la politique .
2487,train,i 'm afraid of the same thing .,je crains la même chose .
2488,train,i 'm in good health .,je suis en bonne santé .
2489,train,i 'm a little bit jealous .,je suis un tantinet jalouse .
2490,train,i 'm lucky to have you as a friend .,je suis chanceux de t'avoir pour amie .
2491,train,i 'm lonely .,je me sens seule .
2492,train,i 'm just not cut out for this kind of work .,je ne suis simplement pas taillé pour ce genre de travail .
2493,train,i 'm sorry if i frightened you .,je suis désolé si je t'ai effrayé .
2494,train,i 'm still not satisfied .,je ne suis toujours pas satisfait .
2495,train,i 'm happy you two are friends again .,je suis heureux que toutes deux soyez à nouveau amies .
2496,train,i 'm very glad to see you .,je suis très heureux de vous voir .
2497,train,i 'm not sure anything happened .,je ne suis pas sûr que quoi que ce soit ait eu lieu .
2498,train,i 'm very cold .,j'ai très froid .
2499,train,i 'm not your enemy .,je ne suis pas ton ennemie .
2500,train,i 'm all done .,j'ai tout terminé .
2501,train,"i 'm sorry , i do n't really remember .","je suis désolée , je ne me rappelle pas vraiment ."
2502,train,i 'm not satisfied .,je ne suis pas satisfait .
2503,train,i 'm not going to sell it .,je ne le vendrai pas .
2504,train,i 'm lucky to have you as a friend .,je suis chanceux de t'avoir comme ami .
2505,train,i 'm not going to do anything about it .,je ne vais rien y faire .
2506,train,i 'm not certain we can get tickets tonight .,je ne suis pas certain que nous puissions obtenir des billets ce soir .
2507,train,i 'm not patient .,je ne suis pas patiente .
2508,train,i 'm contagious .,je suis contagieux .
2509,train,i 'm tired of writing .,je suis fatiguée d'écrire .
2510,train,i 'm a little hurt .,j'ai un peu mal .
2511,train,i 'm only telling the truth .,je dis seulement la vérité .
2512,train,i 'm glad to be of some help to you .,je suis ravi de pouvoir vous aider .
2513,train,i 'm in the same boat .,je suis dans la même galère .
2514,train,i 'm looking forward to seeing you again .,j'attends avec impatience de vous revoir .
2515,train,i 'm not doing this anymore .,je ne le fais plus .
2516,train,i 'm afraid so .,j'en ai peur .
2517,train,i 'm glad to see you here .,je suis contente de te voir ici .
2518,train,i 'm not exactly surprised .,je ne suis pas tout à fait surprise .
2519,train,i 'm glad you were n't injured .,je me réjouis que tu n'aies pas été blessée .
2520,train,i 'm not really that old .,je ne suis pas vraiment aussi vieux .
2521,train,i 'm disgusted and disappointed .,je suis dégoûté et déçu .
2522,train,i 'm sorry for all the pain i caused you .,je suis désolé pour toute la douleur que je vous ai causée .
2523,train,i 'm french .,je suis français .
2524,train,i 'm not asking for money .,je ne demande pas d'argent .
2525,train,i 'm getting tired . it 's your turn to drive .,je commence à m'endormir . c'est à ton tour de conduire .
2526,train,i 'm happy to be back .,je suis heureuse d'être revenue .
2527,train,i 'm afraid that i might be late .,je crains d'être éventuellement en retard .
2528,train,i 'm just not hungry .,je n'ai simplement pas faim .
2529,train,i 'm not who you think i am .,je ne suis pas celle que tu penses .
2530,train,i 'm a normal girl .,je suis une fille normale .
2531,train,i 'm pretty sure tom lives on park street .,je suis presque sûre que tom habite à park street .
2532,train,i 'm highly motivated .,vous m'avez bien motivé .
2533,train,i 'm a doctor .,je suis toubib .
2534,train,i 'm going to miss you .,tu vas me manquer .
2535,train,i 'm going to stop trying to be friendly with you .,je vais arrêter d'essayer d'être amicale à ton égard .
2536,train,i 'm confident that you 'll succeed .,je suis sûr que tu vas réussir .
2537,train,i 'm one of your students .,je suis l'une de vos élèves .
2538,train,i 'm a little disappointed .,je suis un peu déçue .
2539,train,i 'm sorry for everything i 've done to you .,je suis désolée pour tout ce que je t'ai fait .
2540,train,i 'm busy at the moment .,je suis occupé pour le moment .
2541,train,i 'm not very good at french .,je ne suis pas très bon en français .
2542,train,i 'm not sure i follow what you 're saying .,je ne suis pas sûre de suivre ce que vous dites .
2543,train,i 'm more than happy .,je suis plus qu'heureux .
2544,train,i 'm beginning to get used to doing this .,je commence à être habituée à faire ceci .
2545,train,i 'm lonely .,je me sens seul .
2546,train,i 'm going to buy you a watch .,je vais vous acheter une montre .
2547,train,i 'm going to use it tomorrow .,je vais en faire usage demain .
2548,train,i 'm not going to tell you my name .,je ne vais pas vous dire mon nom .
2549,train,i 'm trustworthy .,je suis fiable .
2550,train,i 'm going to call an ambulance .,je vais appeler une ambulance .
2551,train,"i 'm sorry , i do n't recognize you .","je suis désolée , je ne vous remets pas ."
2552,train,i 'm not overly concerned .,je ne me fais pas de souci excessif .
2553,train,i 'm real careful .,je suis vraiment prudent .
2554,train,i 'm really proud of this .,j'en suis vraiment fier .
2555,train,i 'm sorry for all the pain i caused you .,je suis désolée pour toute la douleur que je t'ai causée .
2556,train,"i 'm on a budget , so i do n't eat out more than three times a week .","comme j'ai un budget à respecter , je vais au restaurant pas plus de trois fois par semaine ."
2557,train,i 'm not going to study french anymore .,je ne vais plus étudier le français .
2558,train,i 'm dreading the exam .,j'appréhende l'examen .
2559,train,i 'm sorry for everything i 've done to you .,je suis désolée pour tout ce que je vous ai causé .
2560,train,i 'm important .,je suis important .
2561,train,i 'm sick of this .,j'en ai ras-le-bol .
2562,train,i 'm a high school student .,je suis un lycéen .
2563,train,i 'm looking for a job .,je cherche du travail .
2564,train,i 'm worried about the future .,je m ’ inquiète pour l'avenir .
2565,train,i 'm looking for a sweater .,je cherche un chandail .
2566,train,i 'm in luck .,je suis veinarde .
2567,train,i 'm glad i do n't have your job .,je suis content de ne pas avoir votre travail .
